NUMERO RNA,NOM,OBJET,DATE DE RECONNAISSANCE D'UTILITE PUBLIQUE,DATE DE DERNIERE MODIFICATION STATUTAIRE,"ADRESSE
SIEGE SOCIAL",CP,VILLE
,FOYER PROTESTANT A CASTRES,"Recueillir les enfants protestants orphelins pour les élever chrétiennement, les instruire et leur donner une profession.",10/06/1864,,"7-9, rue Pasteur Hubac",81100,CASTRES
W181004086,FOYER SAINT FRANCOIS,"Aider matériellement et moralement les jeunes apprentis, ouvriers, employés et élèves de l'enseignement professionnelle éloignés ou privés de leur famille.",26/10/1959,,"11-13, rue Joyeuse",18000,BOURGES
,FOYER SAINT LOUP,Venir en aide aux jeunes filles orphelines et nécessiteuses de Montereau et environs.,24/05/1934,21/07/1975,"23, rue de l'Yonne",77000,MONTEREAU
,FOYERS FEMININS DE FRANCE ET RESTAURANTS FAMILIAUX,"Aider matériellement et moralement les jeunes filles et femmes qui travaillent ainsi que les hommes et les jeunes gens employés dans les administrations publiques et privées, le commerce et l'industrie.",10/03/1975,25/02/1981,"5, rue d'Hauteville",75010,PARIS
,FRANCAIS DU MONDE - ADFE (ASSOCIATION DEMOCRATIQUE DES FRANCAIS A L'ETRANGER),"Permettre aux Français résidant ou ayant résidé à l'étranger de participer aux choix engageant l'avenir de notre pays;  mener une réflexion approfondie sur le rôle culturel, scientifique, technique et commercial de la France dans les autres pays.",14/03/1986,21/02/2013,"62, boulevard Garibaldi",75015,PARIS
,FRANCE BENEVOLAT,"Contribuer à la promotion et à la défense du bénévolat et du volontariat en France, et accompagner le développement des association par l’apport des compétences bénévoles ; Fédérer, développer et animer le réseau national des centres et relais de France Bénévolat en instituant un maillage régional ; Veiller à ce que la Charte de France Bénévolat soit mise en œuvre et appliquée à tous les niveaux de l’assocation ; Développer l’intermédiation entre les bénévoles potentiels et les associations ; Faire connaître par les pouvoirs publics, la société civile et les partenaires sociaux l’importance que représente le bénévolat en France comme moyen de renforcement du lien social, de développement de la solidarité, de la lutte contre toutes les formes d’exclusion et Inciter ces instances à aider et soutenir l’action de l’association en faveur du bénévolat ; Assurer enfin les liens et coopérations nécessaires avec les structures équivalentes à l’étranger, les organisations internationales et tout particulièrement dans l’Union Européenne.",22/01/2010,,"127, rue Falguière
Hall B1",75008,PARIS
,"FRANCE LOUISIANE
FRANCO AMERICANIE","Faire connaître la Louisiane à la France et réciproquement, ainsi que les communautés francophones des États Unis ; favoriser l'amitié et la coopération entre elles, et leur apporter un soutien efficace.",02/12/1987,"04/03/2014
11/01/2021","1, rue du  11 novembre",92120,MONTROUGE
,FRANCE NATURE ENVIRONNEMENT,Protection de la nature et de l’environnement.,10/02/1976,06/12/2011,"81-83, boulevard de Port-Royal",75006,PARIS
,FRANCE PSORIASIS,Informer ses membres des traitements contre le Psoriasis.,16/11/1999,07/03/2014,"53, rue Compans",75019,PARIS
,FRANCE REIN,Susciter la création et l'animation d'associations régionales et les  regrouper ; informer les insuffisants rénaux dialysés ou transplantés et le grand public sur les traitements.,08/03/1991,21/09/2018,"10, rue Mercœur
Bâtiment B - 1er étage",75011,PARIS
,FRANCE TRANSPLANT,Favoriser le développement des prélèvements d'urgences et améliorer la qualité des résultats de la transplantation.,18/12/1978,24/03/2009,"Hôpital Edouard Herriot
Pavillon P",69437,LYON
,FRATERNITE NOTRE-DAME DE BANNEUX,"Promouvoir, soutenir et favoriser les œuvres d'éducation populaire Rappel - NPAI.",29/09/1961,17/09/1964,"89, rue de Sèvre",75009,PARIS
,FRERES DES HOMMES,"Contribuer directement ou indirectement au développement des populations défavorisées du monde, d'Asie, d'Afrique, d'Amérique Latine, d'Europe, et particulièrement en France.",03/02/1988,16/07/1997,"2, rue de Savoie",75006,PARIS
,GLENANS,"Créer, entre les hommes et les femmes de tous les pays, des liens par l a mer : Faciliter à tous, la connaissance du monde martin et de la navigation à voile ; Promouvoir l’engagement bénévole parmi ses membres et créer les conditions nécessaires à une telle action . Apporter à ses membres un ensemble de moyens de formation à la navigation en mer, en leur rendant possible la pratique de la voile et de la croisière sur les diverses mers du globe ; Participer aux actions de protection de la nature et de l’environnement, et de l’amélioration du cadre de vie ; Participer à l’animation d’actions d’intérêt général concernant la voile et la mer, particulièrement dans le cadre des diverses instances publiques ou privées françaises, étrangères ou internationales, s’occupant de la plaisance et de l’aménagement du littoral.",18/06/1974,13/12/2013,quai Louis Blériot,75016,PARIS CEDEX 16
W263007597,GOUTTE DE LAIT VALENTINOISE,Combattre la mortalité infantile. Activité tombé en désuétude.,27/11/1930,,"3, place du Champs de Mars",26000,VALENCE
,GRANDES ECOLES FEDEREES D'INGENIEURS DE LA REGION NORD INSTITUT POLYTECHNICUM DE LILLE,"Définition et mise en œuvre d'une politique commune entre les écoles associées, les organisations économiques et professionnelles, avec toutes institutions, publiques ou privées, s'intéressant aux questions d'enseignement et de recherches liées à la...",15/05/1984,26/01/2017,"3, rue Norbert Ségard",59046,LILLE CEDEX
W381017234,GRENOBLE TRANSFUSION,Assurer le fonctionnement d'un centre de transfusion sanguine.,03/02/1955,26/12/1990,"28, avenue Marquis du Grési-Vaudon",38700,LA TRONCHE
W313002273,GROUPE DE RECHERCHE POUR L'EDUCATION ET LA PROSPECTIVE EN MIDI-PYRENEES,"Contribuer au débat d'idées, à la formation et à la diffusion de la connaissance et du savoir.",02/06/1999,,"5, rue des Gestes",31013,TOULOUSE
W012010034,GROUPE D'ETUDES ET DE RECHERCHES DES INFIRMIERS PSYCHIATRIQUES (G.E.R.I.P),"Favoriser l'évolution et le perfectionnement des infirmiers et infirmières psychiatriques par des rencontres, des congrès, des colloques, des conférences, des cours et des publications en vue d’améliorer les soins aux malades mentaux ; Etudier les problèmes relatifs à la formation professionnelle des infirmiers psychiatriques ; Informer l’opinion publique de leur rôle ; susciter des rapprochements entre infirmiers (ères)  psychiatriques sur la plan international et notamment en participant aux activités de l’association internationale pour le perfectionnement d’infirmiers et infirmières et de travailleurs sociaux (IKF)",02/03/1973,01/08/1979,"17, rue Xavier Privas",01000,BOURG-EN-BRESSE
,GROUPE D'ŒUVRES SOCIALES DE BELLEVILLE,"Créer, gérer ou soutenir des institutions sociales telles que dispensaires, Hôpital, maternité, œuvre de convalescence et de repos, maison de repos, d'accueil P/ femmes seules, foyer P/  les adultes ou la jeunesse, jardin d'enfants...",12/01/1922,24/10/1997,"162, rue de Belleville",75020,PARIS
W142011242,GROUPE ORNITHOLOGIQUE NORMAND (GONM),"Grouper les personnes désirant apporter leur contribution active, ou seulement leur soutien, à encourager, coordonner et faciliter les études sur la faune normande.",02/08/1991,09/07/1997,"181, rue d'Auge",14000,CAEN
,GROUPEMENT POUR L'INSERTION DES PERSONNES HANDICAPEES PHYSIQUES (GIHP),"Entraide et défense des handicapés physiques avant, pendant, et après leurs études.",25/11/1969,04/09/2013,"8, rue des Myosotis",54500,VANDŒUVRE
,HABITAT ET HUMANISME,Insertion par le logement des personnes défavorisées accompagnée de mesures favorisant l'insertion de ces personnes dans leur environnement comme dans la vie professionnelle.,12/03/2007,,"9, rue Mathieu Varille",69007,LYON
,HANDICAP INTERNATIONAL,"Aider des personnes en situation de déficience ou de handicap quelles que soient la nature et la cause, sur le territoire national et dans toutes les régions du globe.",24/03/1997,,"16, rue Etienne Rognon",69363,LYON CEDEX 07
,HANDI'CHIENS,"Assurer ou promouvoir la remise à titre gratuit de chiens d'assistance pour personnes handicapées, l'adaptation du chien à la personne handicapée",07/03/2012,,"151/161, rue Nationale",75013,PARIS
,HANDISUP HAUTE-NORMANDIE,"• favoriser l’accès des jeunes handicapés à l’enseignement supérieur,
• faciliter les conditions de vie, d'études et d'insertion professionnelle des étudiants, des auditeurs ou stagiaires handicapés qui suivent une formation dans un établissement d'enseignement supérieur ; de promouvoir leur intégration dans l'ensemble de ces établissements et dans tous les cycles d'études,
• favoriser les conditions de vie et de travail de tous les personnels handicapés au sein de l'université et des établissements d'enseignement supérieur,
• développer toute action favorisant une véritable inclusion des étudiants handicapés dans la vie sociale et culturelle,
• lutter contre les discriminations.",11/03/2016,,"2, place Émile Blondel",76821,MONT-SAINT-AIGNAN CEDEX
,HISPANO-AMERICAINE SAN-FERNANDO,"Protéger et donner refuge aux abandonnés, vieillards, enfants ou malades pauvres des deux sexes, de nationalité espagnole ou hispano-américaine.",24/08/1907,23/10/1990,"121, boulevard Bineau",92600,NEUILLY-SUR-SEINE
,HOME PROTESTANT POUR DAMES ET JEUNES FILLES,"Aider les jeunes filles, abritées sous son toit, à se placer dans les meilleures conditions.",07/11/1885,27/02/1927,"7, rue de l'Ail",67000,STRASBOURG
,HOPITAL DE  LA RUE BELLE-ISLE,Recevoir et de soigner les malades avec le concours de diaconesses ou d’infirmières laïques.,19/07/1880,,2 rue Belle-Isle,57045,METZ CEDEX 1
,HOPITAL HAHNEMANN,Poursuivre l'action philanthropique médicale déjà entreprise et la moderniser en devenant un complexe médical  convertible à orientation culturelle et sociale.,09/08/1886,27/02/1989,"85, rue de Chezy",92604,NEUILLY
,HOPITAL SAINT-JACQUES,Recueillir et soigner les malades indigents de la ville de Paris.,13/07/1878,,37 rue des Volontaires,75015,PARIS
,HORIZON CANCER,"Aider sous toutes ses formes, dans leur vie quotidienne les personnes atteintes ou ayant été atteintes d'un cancer, ainsi que leur famille.",13/11/2006,,,93500,MONTFERMEIL
W133023902,HOSPITALITE POUR LES FEMMES – H.P.F,"Accueil et hébergement momentané de personnes dénuées de ressources,sans logement et demandant asile ; Réinsertion sociale et professionnelle des personnes hébergées par un apport complémentaire de cultures générales et spécialisées. L’institution accueille également les enfants du premier âge accompagnés de leur mère ; Réinsertion sociale et professionnelle de personnes handicapées.",18/11/1889,"03/07/2001
29/09/2009","15, rue Honnorat",13003,MARSEILLE
,HOT CLUB DE FRANCE,Défendre et propager la musique noire américaine authentique issue du folklore noir et connue sous le nom de jazz.,09/06/1964,,"65,faubourg du Moustier",81000,MONTAUBAN
,HUMANITE ET BIODIVERSITE,"Renforcement de la perception et de la prise en compte par tous, des synergies et des liens indissociables entre humanité et biodiverseité, fondés sur le respect entre les humains et les autres êtres vivants, en particulier les être sensibles.",18/04/2005,15/02/2012,"110, boulevard Saint-Germain",75006,PARIS
,HyperSupers -  TDAH France,"Agir pour une meilleure connaissance du trouble déficit de l’attention avec ou sans hyperactivité au sein des troubles du neurodéveloppement. Informer et accompagner les familles. Intervenir auprès des institutions publiques et privées pour améliorer la connaissance, la prise en charge, le dépistage, les traitements et la recherche.",18/06/2019,,4 allée Brindeau,75019,PARIS
,ICOMOS FRANCE,"Concoure à toutes les activités du Conseil International des Monuments et des sites : recueille approfondit et diffuse les informations concernant les principes, les techniques et les politiques de sauvegarde, conservation, protection des monuments",11/10/2012,,avenue Albert 1er de Monaco,75016,PARIS
,INDUSTRIES DES CUIRS ET PEAUX DE LA CHAUSSURE ET INDUSTRIES S'Y RATTACHANT,"Développer et perfectionner l'enseignement technique, commerciale et industriel à tous les degrés",15/08/1931,,"2, rue Edouard",75116,PARIS
,INGENIEURS DU CONSERVATOIRE NATIONAL DES ARTS ET METIERS,"Établir entre tous ses membres des relations amicales,  relier successivement les promotions nouvelles.",17/10/1974,13/03/1992,"292, rue Saint-Martin",75003,PARIS
,INITIADROIT,Promouvoir l'initiation au droit des jeunes au travers d'interventions bénévoles d'avocats dans les établissements scolaires,20/09/2011,,"11, place Dauphine",75008,PARIS
W2A1001261,INSEME,Soutenir toutes les personnes qui résident en Corse et qui doivent se rendre sur le continent pour raison médicale dans le cadre d’une prise en charge de l’assurance maladie,15/07/2019,,"11, rue Colomba",20000,AJACCIO
,INSTITUT ALFRED FOURNIER,Poursuivre en France la disparition progressive des maladies vénériennes.,25/08/1926,16/01/2015,"25, bd Saint-Jacques",75007,PARIS CEDEX 14
,INSTITUT CATHOLIQUE DE PARIS (ICP),L'enseignement supérieur et la recherche dans l'ordre des sciences religieuses et des disciplines connexes.,18/06/1941 (Loi),20/10/2000,,75014,PARIS CEDEX 06
,INSTITUT COLLEGIAL EUROPEEN,Favoriser la coopération européenne parmi les intellectuels et plus particulièrement les éducateurs et chez tous ceux qui sont appelés par leurs fonctions à établir des liens entre les pays d'Europe.,13/07/1963,,"47, boulevard de la Reine",78702,VERSAILLES
,INSTITUT DE CINEMATOGRAPHIE SCIENTIFIQUE (ICS),"Encourager la réalisation, la diffusion et la conservation des films scientifiques.",12/12/1968,22/10/1996,,92195,MEUDON CEDEX
,INSTITUT DE LA MAISON DE BOURBON,"Développement de la connaissance de l'histoire de la France et de ceux qui l'ont gouvernée sous tous ses aspects notamment,  par la constitution de centres d'études avec bibliothèques, photothèques, archives et tous les moyens techniques.",23/04/1997,,"81, avenue de la Burdonnais",75008,PARIS
,INSTITUT DE RECHERCHE ET DE COORDINATION ACOUSTIQUE/MUSIQUE,"Procéder à toutes recherches fondamentales et appliquées relatives aux questions intéressant la création musicale notamment par la constitution d'équipes composées à la fois d'artistes, de scientifiques et de techniciens.",20/03/1978,,"1, place Igor-Stravinsky",75014,PARIS
